manifest_index,task_id,task_group,prompt_id,oracle_length,length_bucket,frozen_controller_test_row,frozen_controller_test_exclusion_flag,source_dataset,model
591,SingleLineInfilling/HumanEval/114/L4,HumanEval/114,L4,8,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
592,SingleLineInfilling/HumanEval/114/L5,HumanEval/114,L5,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
593,SingleLineInfilling/HumanEval/114/L6,HumanEval/114,L6,10,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
594,SingleLineInfilling/HumanEval/114/L7,HumanEval/114,L7,8,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
595,SingleLineInfilling/HumanEval/114/L8,HumanEval/114,L8,12,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
596,SingleLineInfilling/HumanEval/114/L9,HumanEval/114,L9,8,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
597,SingleLineInfilling/HumanEval/114/L10,HumanEval/114,L10,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
598,SingleLineInfilling/HumanEval/115/L0,HumanEval/115,L0,16,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
599,SingleLineInfilling/HumanEval/116/L0,HumanEval/116,L0,19,17-24,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
600,SingleLineInfilling/HumanEval/117/L0,HumanEval/117,L0,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
601,SingleLineInfilling/HumanEval/117/L1,HumanEval/117,L1,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
602,SingleLineInfilling/HumanEval/117/L2,HumanEval/117,L2,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
603,SingleLineInfilling/HumanEval/117/L3,HumanEval/117,L3,11,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
604,SingleLineInfilling/HumanEval/117/L4,HumanEval/117,L4,20,17-24,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
605,SingleLineInfilling/HumanEval/117/L5,HumanEval/117,L5,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
606,SingleLineInfilling/HumanEval/117/L6,HumanEval/117,L6,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
607,SingleLineInfilling/HumanEval/117/L7,HumanEval/117,L7,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
608,SingleLineInfilling/HumanEval/117/L8,HumanEval/117,L8,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
609,SingleLineInfilling/HumanEval/118/L0,HumanEval/118,L0,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
610,SingleLineInfilling/HumanEval/118/L1,HumanEval/118,L1,3,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
611,SingleLineInfilling/HumanEval/118/L3,HumanEval/118,L3,33,25+,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
612,SingleLineInfilling/HumanEval/118/L4,HumanEval/118,L4,16,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
613,SingleLineInfilling/HumanEval/118/L5,HumanEval/118,L5,8,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
614,SingleLineInfilling/HumanEval/118/L6,HumanEval/118,L6,23,17-24,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
615,SingleLineInfilling/HumanEval/118/L7,HumanEval/118,L7,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
616,SingleLineInfilling/HumanEval/118/L8,HumanEval/118,L8,3,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
617,SingleLineInfilling/HumanEval/119/L0,HumanEval/119,L0,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
618,SingleLineInfilling/HumanEval/119/L1,HumanEval/119,L1,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
619,SingleLineInfilling/HumanEval/119/L2,HumanEval/119,L2,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
620,SingleLineInfilling/HumanEval/119/L3,HumanEval/119,L3,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
621,SingleLineInfilling/HumanEval/119/L4,HumanEval/119,L4,8,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
622,SingleLineInfilling/HumanEval/119/L5,HumanEval/119,L5,3,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
623,SingleLineInfilling/HumanEval/119/L6,HumanEval/119,L6,8,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
624,SingleLineInfilling/HumanEval/119/L7,HumanEval/119,L7,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
625,SingleLineInfilling/HumanEval/119/L8,HumanEval/119,L8,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
626,SingleLineInfilling/HumanEval/119/L9,HumanEval/119,L9,11,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
627,SingleLineInfilling/HumanEval/119/L11,HumanEval/119,L11,13,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
628,SingleLineInfilling/HumanEval/119/L12,HumanEval/119,L12,13,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
629,SingleLineInfilling/HumanEval/119/L13,HumanEval/119,L13,19,17-24,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
630,SingleLineInfilling/HumanEval/120/L0,HumanEval/120,L0,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
631,SingleLineInfilling/HumanEval/120/L1,HumanEval/120,L1,3,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
632,SingleLineInfilling/HumanEval/120/L2,HumanEval/120,L2,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
633,SingleLineInfilling/HumanEval/120/L3,HumanEval/120,L3,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
634,SingleLineInfilling/HumanEval/120/L4,HumanEval/120,L4,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
635,SingleLineInfilling/HumanEval/121/L0,HumanEval/121,L0,26,25+,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
636,SingleLineInfilling/HumanEval/122/L0,HumanEval/122,L0,20,17-24,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
637,SingleLineInfilling/HumanEval/123/L0,HumanEval/123,L0,8,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
638,SingleLineInfilling/HumanEval/123/L1,HumanEval/123,L1,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
639,SingleLineInfilling/HumanEval/123/L2,HumanEval/123,L2,3,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
640,SingleLineInfilling/HumanEval/123/L3,HumanEval/123,L3,8,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
641,SingleLineInfilling/HumanEval/123/L4,HumanEval/123,L4,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
642,SingleLineInfilling/HumanEval/123/L5,HumanEval/123,L5,10,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
643,SingleLineInfilling/HumanEval/123/L6,HumanEval/123,L6,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
644,SingleLineInfilling/HumanEval/123/L7,HumanEval/123,L7,3,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
645,SingleLineInfilling/HumanEval/123/L8,HumanEval/123,L8,10,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
646,SingleLineInfilling/HumanEval/123/L10,HumanEval/123,L10,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
647,SingleLineInfilling/HumanEval/123/L11,HumanEval/123,L11,8,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
648,SingleLineInfilling/HumanEval/123/L13,HumanEval/123,L13,8,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
649,SingleLineInfilling/HumanEval/124/L0,HumanEval/124,L0,3,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
650,SingleLineInfilling/HumanEval/124/L1,HumanEval/124,L1,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
651,SingleLineInfilling/HumanEval/124/L2,HumanEval/124,L2,11,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
652,SingleLineInfilling/HumanEval/124/L3,HumanEval/124,L3,16,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
653,SingleLineInfilling/HumanEval/124/L4,HumanEval/124,L4,13,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
654,SingleLineInfilling/HumanEval/124/L5,HumanEval/124,L5,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
655,SingleLineInfilling/HumanEval/124/L6,HumanEval/124,L6,33,25+,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
656,SingleLineInfilling/HumanEval/124/L7,HumanEval/124,L7,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
657,SingleLineInfilling/HumanEval/124/L8,HumanEval/124,L8,26,25+,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
658,SingleLineInfilling/HumanEval/124/L9,HumanEval/124,L9,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
659,SingleLineInfilling/HumanEval/124/L10,HumanEval/124,L10,18,17-24,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
660,SingleLineInfilling/HumanEval/124/L11,HumanEval/124,L11,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
661,SingleLineInfilling/HumanEval/124/L12,HumanEval/124,L12,3,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
662,SingleLineInfilling/HumanEval/124/L13,HumanEval/124,L13,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
663,SingleLineInfilling/HumanEval/124/L15,HumanEval/124,L15,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
664,SingleLineInfilling/HumanEval/125/L0,HumanEval/125,L0,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
665,SingleLineInfilling/HumanEval/125/L1,HumanEval/125,L1,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
666,SingleLineInfilling/HumanEval/125/L2,HumanEval/125,L2,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
667,SingleLineInfilling/HumanEval/125/L3,HumanEval/125,L3,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
668,SingleLineInfilling/HumanEval/125/L4,HumanEval/125,L4,3,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
669,SingleLineInfilling/HumanEval/125/L5,HumanEval/125,L5,23,17-24,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
670,SingleLineInfilling/HumanEval/126/L0,HumanEval/126,L0,16,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
671,SingleLineInfilling/HumanEval/126/L1,HumanEval/126,L1,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
672,SingleLineInfilling/HumanEval/126/L2,HumanEval/126,L2,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
673,SingleLineInfilling/HumanEval/126/L3,HumanEval/126,L3,15,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
674,SingleLineInfilling/HumanEval/126/L4,HumanEval/126,L4,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
675,SingleLineInfilling/HumanEval/126/L5,HumanEval/126,L5,22,17-24,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
676,SingleLineInfilling/HumanEval/126/L6,HumanEval/126,L6,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
677,SingleLineInfilling/HumanEval/126/L7,HumanEval/126,L7,3,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
678,SingleLineInfilling/HumanEval/126/L8,HumanEval/126,L8,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
679,SingleLineInfilling/HumanEval/127/L0,HumanEval/127,L0,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
680,SingleLineInfilling/HumanEval/127/L1,HumanEval/127,L1,12,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
681,SingleLineInfilling/HumanEval/127/L2,HumanEval/127,L2,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
682,SingleLineInfilling/HumanEval/127/L3,HumanEval/127,L3,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
683,SingleLineInfilling/HumanEval/127/L4,HumanEval/127,L4,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
684,SingleLineInfilling/HumanEval/127/L5,HumanEval/127,L5,10,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
685,SingleLineInfilling/HumanEval/127/L6,HumanEval/127,L6,8,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
686,SingleLineInfilling/HumanEval/127/L7,HumanEval/127,L7,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
687,SingleLineInfilling/HumanEval/127/L8,HumanEval/127,L8,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
688,SingleLineInfilling/HumanEval/127/L10,HumanEval/127,L10,14,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
689,SingleLineInfilling/HumanEval/127/L11,HumanEval/127,L11,14,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
690,SingleLineInfilling/HumanEval/127/L12,HumanEval/127,L12,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
691,SingleLineInfilling/HumanEval/127/L13,HumanEval/127,L13,11,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
692,SingleLineInfilling/HumanEval/127/L14,HumanEval/127,L14,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
693,SingleLineInfilling/HumanEval/127/L15,HumanEval/127,L15,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
694,SingleLineInfilling/HumanEval/128/L0,HumanEval/128,L0,8,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
695,SingleLineInfilling/HumanEval/128/L1,HumanEval/128,L1,28,25+,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
696,SingleLineInfilling/HumanEval/128/L2,HumanEval/128,L2,14,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
697,SingleLineInfilling/HumanEval/129/L0,HumanEval/129,L0,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
698,SingleLineInfilling/HumanEval/129/L1,HumanEval/129,L1,10,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
699,SingleLineInfilling/HumanEval/129/L2,HumanEval/129,L2,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
700,SingleLineInfilling/HumanEval/129/L3,HumanEval/129,L3,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
701,SingleLineInfilling/HumanEval/129/L4,HumanEval/129,L4,11,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
702,SingleLineInfilling/HumanEval/129/L5,HumanEval/129,L5,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
703,SingleLineInfilling/HumanEval/129/L6,HumanEval/129,L6,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
704,SingleLineInfilling/HumanEval/129/L7,HumanEval/129,L7,11,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
705,SingleLineInfilling/HumanEval/129/L9,HumanEval/129,L9,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
706,SingleLineInfilling/HumanEval/129/L10,HumanEval/129,L10,11,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
707,SingleLineInfilling/HumanEval/129/L12,HumanEval/129,L12,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
708,SingleLineInfilling/HumanEval/129/L13,HumanEval/129,L13,11,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
709,SingleLineInfilling/HumanEval/129/L15,HumanEval/129,L15,9,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
710,SingleLineInfilling/HumanEval/129/L16,HumanEval/129,L16,11,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
711,SingleLineInfilling/HumanEval/129/L18,HumanEval/129,L18,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
712,SingleLineInfilling/HumanEval/129/L20,HumanEval/129,L20,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
713,SingleLineInfilling/HumanEval/129/L21,HumanEval/129,L21,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
714,SingleLineInfilling/HumanEval/129/L22,HumanEval/129,L22,10,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
715,SingleLineInfilling/HumanEval/129/L23,HumanEval/129,L23,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
716,SingleLineInfilling/HumanEval/129/L24,HumanEval/129,L24,3,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
717,SingleLineInfilling/HumanEval/129/L25,HumanEval/129,L25,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
718,SingleLineInfilling/HumanEval/129/L26,HumanEval/129,L26,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
719,SingleLineInfilling/HumanEval/130/L0,HumanEval/130,L0,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
720,SingleLineInfilling/HumanEval/130/L1,HumanEval/130,L1,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
721,SingleLineInfilling/HumanEval/130/L2,HumanEval/130,L2,10,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
722,SingleLineInfilling/HumanEval/130/L3,HumanEval/130,L3,13,13-16,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
723,SingleLineInfilling/HumanEval/130/L4,HumanEval/130,L4,10,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
724,SingleLineInfilling/HumanEval/130/L5,HumanEval/130,L5,12,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
725,SingleLineInfilling/HumanEval/130/L6,HumanEval/130,L6,3,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
726,SingleLineInfilling/HumanEval/130/L7,HumanEval/130,L7,30,25+,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
727,SingleLineInfilling/HumanEval/130/L8,HumanEval/130,L8,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
728,SingleLineInfilling/HumanEval/131/L0,HumanEval/131,L0,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
729,SingleLineInfilling/HumanEval/131/L1,HumanEval/131,L1,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
730,SingleLineInfilling/HumanEval/131/L2,HumanEval/131,L2,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
731,SingleLineInfilling/HumanEval/131/L3,HumanEval/131,L3,8,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
732,SingleLineInfilling/HumanEval/131/L4,HumanEval/131,L4,10,9-12,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
733,SingleLineInfilling/HumanEval/131/L5,HumanEval/131,L5,8,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
734,SingleLineInfilling/HumanEval/131/L6,HumanEval/131,L6,6,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
735,SingleLineInfilling/HumanEval/131/L7,HumanEval/131,L7,7,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
736,SingleLineInfilling/HumanEval/131/L8,HumanEval/131,L8,5,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
737,SingleLineInfilling/HumanEval/131/L9,HumanEval/131,L9,3,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
738,SingleLineInfilling/HumanEval/131/L10,HumanEval/131,L10,4,<=8,False,included_not_frozen_controller_test,HumanEval-SingleLineInfilling,Dream-org/Dream-Coder-v0-Base-7B
