manifest_index,source_config,task_id,prompt_id,row_id,task_group,prefix_len_chars,middle_len_chars,suffix_len_chars,prefix_len_tokens,middle_len_tokens,suffix_len_tokens,length_bucket,selected_canvas_metadata_available,control_fixed_canvas_tokens,deployable_policy,deployable_probe_lengths,oracle_canvas_tokens,frozen_controller_test_row,frozen_controller_test_exclusion_flag,row_key,official_full_allowed_note
66,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L2_L16,L2_L16,66,HumanEval/1,546,379,0,131,89,0,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",89,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:66:MultiLineInfilling/HumanEval/1/L2_L16,all_official_rows_except_frozen_controller_test_groups
67,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L4_L4,L4_L4,67,HumanEval/1,569,27,329,139,8,73,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",8,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:67:MultiLineInfilling/HumanEval/1/L4_L4,all_official_rows_except_frozen_controller_test_groups
68,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L4_L5,L4_L5,68,HumanEval/1,569,48,308,139,15,66,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",15,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:68:MultiLineInfilling/HumanEval/1/L4_L5,all_official_rows_except_frozen_controller_test_groups
69,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L4_L6,L4_L6,69,HumanEval/1,569,79,277,139,22,59,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",22,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:69:MultiLineInfilling/HumanEval/1/L4_L6,all_official_rows_except_frozen_controller_test_groups
70,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L4_L7,L4_L7,70,HumanEval/1,569,116,240,139,29,52,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",29,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:70:MultiLineInfilling/HumanEval/1/L4_L7,all_official_rows_except_frozen_controller_test_groups
71,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L4_L8,L4_L8,71,HumanEval/1,569,139,217,139,36,45,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",36,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:71:MultiLineInfilling/HumanEval/1/L4_L8,all_official_rows_except_frozen_controller_test_groups
72,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L4_L9,L4_L9,72,HumanEval/1,569,170,186,139,43,38,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",43,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:72:MultiLineInfilling/HumanEval/1/L4_L9,all_official_rows_except_frozen_controller_test_groups
73,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L4_L10,L4_L10,73,HumanEval/1,569,207,149,139,50,31,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",50,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:73:MultiLineInfilling/HumanEval/1/L4_L10,all_official_rows_except_frozen_controller_test_groups
74,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L4_L12,L4_L12,74,HumanEval/1,569,243,113,139,60,21,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",60,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:74:MultiLineInfilling/HumanEval/1/L4_L12,all_official_rows_except_frozen_controller_test_groups
75,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L4_L13,L4_L13,75,HumanEval/1,569,298,58,139,70,11,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",70,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:75:MultiLineInfilling/HumanEval/1/L4_L13,all_official_rows_except_frozen_controller_test_groups
76,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L4_L14,L4_L14,76,HumanEval/1,569,337,19,139,76,5,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",76,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:76:MultiLineInfilling/HumanEval/1/L4_L14,all_official_rows_except_frozen_controller_test_groups
77,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L4_L16,L4_L16,77,HumanEval/1,569,356,0,139,81,0,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",81,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:77:MultiLineInfilling/HumanEval/1/L4_L16,all_official_rows_except_frozen_controller_test_groups
78,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L5_L5,L5_L5,78,HumanEval/1,596,21,308,147,7,66,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",7,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:78:MultiLineInfilling/HumanEval/1/L5_L5,all_official_rows_except_frozen_controller_test_groups
79,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L5_L6,L5_L6,79,HumanEval/1,596,52,277,147,14,59,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",14,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:79:MultiLineInfilling/HumanEval/1/L5_L6,all_official_rows_except_frozen_controller_test_groups
80,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L5_L7,L5_L7,80,HumanEval/1,596,89,240,147,21,52,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",21,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:80:MultiLineInfilling/HumanEval/1/L5_L7,all_official_rows_except_frozen_controller_test_groups
81,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L5_L8,L5_L8,81,HumanEval/1,596,112,217,147,28,45,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",28,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:81:MultiLineInfilling/HumanEval/1/L5_L8,all_official_rows_except_frozen_controller_test_groups
82,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L5_L9,L5_L9,82,HumanEval/1,596,143,186,147,35,38,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",35,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:82:MultiLineInfilling/HumanEval/1/L5_L9,all_official_rows_except_frozen_controller_test_groups
83,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L5_L10,L5_L10,83,HumanEval/1,596,180,149,147,42,31,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",42,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:83:MultiLineInfilling/HumanEval/1/L5_L10,all_official_rows_except_frozen_controller_test_groups
84,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L5_L12,L5_L12,84,HumanEval/1,596,216,113,147,52,21,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",52,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:84:MultiLineInfilling/HumanEval/1/L5_L12,all_official_rows_except_frozen_controller_test_groups
85,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L5_L13,L5_L13,85,HumanEval/1,596,271,58,147,62,11,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",62,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:85:MultiLineInfilling/HumanEval/1/L5_L13,all_official_rows_except_frozen_controller_test_groups
86,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L5_L14,L5_L14,86,HumanEval/1,596,310,19,147,68,5,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",68,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:86:MultiLineInfilling/HumanEval/1/L5_L14,all_official_rows_except_frozen_controller_test_groups
87,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L5_L16,L5_L16,87,HumanEval/1,596,329,0,147,73,0,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",73,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:87:MultiLineInfilling/HumanEval/1/L5_L16,all_official_rows_except_frozen_controller_test_groups
88,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L6_L6,L6_L6,88,HumanEval/1,617,31,277,154,7,59,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",7,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:88:MultiLineInfilling/HumanEval/1/L6_L6,all_official_rows_except_frozen_controller_test_groups
89,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L6_L7,L6_L7,89,HumanEval/1,617,68,240,154,14,52,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",14,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:89:MultiLineInfilling/HumanEval/1/L6_L7,all_official_rows_except_frozen_controller_test_groups
90,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L6_L8,L6_L8,90,HumanEval/1,617,91,217,154,21,45,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",21,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:90:MultiLineInfilling/HumanEval/1/L6_L8,all_official_rows_except_frozen_controller_test_groups
91,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L6_L9,L6_L9,91,HumanEval/1,617,122,186,154,28,38,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",28,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:91:MultiLineInfilling/HumanEval/1/L6_L9,all_official_rows_except_frozen_controller_test_groups
92,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L6_L10,L6_L10,92,HumanEval/1,617,159,149,154,35,31,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",35,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:92:MultiLineInfilling/HumanEval/1/L6_L10,all_official_rows_except_frozen_controller_test_groups
93,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L6_L12,L6_L12,93,HumanEval/1,617,195,113,154,45,21,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",45,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:93:MultiLineInfilling/HumanEval/1/L6_L12,all_official_rows_except_frozen_controller_test_groups
94,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L6_L13,L6_L13,94,HumanEval/1,617,250,58,154,55,11,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",55,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:94:MultiLineInfilling/HumanEval/1/L6_L13,all_official_rows_except_frozen_controller_test_groups
95,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L6_L14,L6_L14,95,HumanEval/1,617,289,19,154,61,5,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",61,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:95:MultiLineInfilling/HumanEval/1/L6_L14,all_official_rows_except_frozen_controller_test_groups
96,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L6_L16,L6_L16,96,HumanEval/1,617,308,0,154,66,0,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",66,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:96:MultiLineInfilling/HumanEval/1/L6_L16,all_official_rows_except_frozen_controller_test_groups
97,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L7_L7,L7_L7,97,HumanEval/1,648,37,240,161,7,52,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",7,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:97:MultiLineInfilling/HumanEval/1/L7_L7,all_official_rows_except_frozen_controller_test_groups
98,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L7_L8,L7_L8,98,HumanEval/1,648,60,217,161,14,45,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",14,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:98:MultiLineInfilling/HumanEval/1/L7_L8,all_official_rows_except_frozen_controller_test_groups
99,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L7_L9,L7_L9,99,HumanEval/1,648,91,186,161,21,38,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",21,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:99:MultiLineInfilling/HumanEval/1/L7_L9,all_official_rows_except_frozen_controller_test_groups
100,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L7_L10,L7_L10,100,HumanEval/1,648,128,149,161,28,31,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",28,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:100:MultiLineInfilling/HumanEval/1/L7_L10,all_official_rows_except_frozen_controller_test_groups
101,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L7_L12,L7_L12,101,HumanEval/1,648,164,113,161,38,21,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",38,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:101:MultiLineInfilling/HumanEval/1/L7_L12,all_official_rows_except_frozen_controller_test_groups
102,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L7_L13,L7_L13,102,HumanEval/1,648,219,58,161,48,11,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",48,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:102:MultiLineInfilling/HumanEval/1/L7_L13,all_official_rows_except_frozen_controller_test_groups
103,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L7_L14,L7_L14,103,HumanEval/1,648,258,19,161,54,5,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",54,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:103:MultiLineInfilling/HumanEval/1/L7_L14,all_official_rows_except_frozen_controller_test_groups
104,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L7_L16,L7_L16,104,HumanEval/1,648,277,0,161,59,0,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",59,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:104:MultiLineInfilling/HumanEval/1/L7_L16,all_official_rows_except_frozen_controller_test_groups
105,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L8_L8,L8_L8,105,HumanEval/1,685,23,217,168,7,45,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",7,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:105:MultiLineInfilling/HumanEval/1/L8_L8,all_official_rows_except_frozen_controller_test_groups
106,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L8_L9,L8_L9,106,HumanEval/1,685,54,186,168,14,38,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",14,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:106:MultiLineInfilling/HumanEval/1/L8_L9,all_official_rows_except_frozen_controller_test_groups
107,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L8_L10,L8_L10,107,HumanEval/1,685,91,149,168,21,31,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",21,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:107:MultiLineInfilling/HumanEval/1/L8_L10,all_official_rows_except_frozen_controller_test_groups
108,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L8_L12,L8_L12,108,HumanEval/1,685,127,113,168,31,21,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",31,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:108:MultiLineInfilling/HumanEval/1/L8_L12,all_official_rows_except_frozen_controller_test_groups
109,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L8_L13,L8_L13,109,HumanEval/1,685,182,58,168,41,11,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",41,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:109:MultiLineInfilling/HumanEval/1/L8_L13,all_official_rows_except_frozen_controller_test_groups
110,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L8_L14,L8_L14,110,HumanEval/1,685,221,19,168,47,5,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",47,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:110:MultiLineInfilling/HumanEval/1/L8_L14,all_official_rows_except_frozen_controller_test_groups
111,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L8_L16,L8_L16,111,HumanEval/1,685,240,0,168,52,0,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",52,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:111:MultiLineInfilling/HumanEval/1/L8_L16,all_official_rows_except_frozen_controller_test_groups
112,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L9_L9,L9_L9,112,HumanEval/1,708,31,186,175,7,38,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",7,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:112:MultiLineInfilling/HumanEval/1/L9_L9,all_official_rows_except_frozen_controller_test_groups
113,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L9_L10,L9_L10,113,HumanEval/1,708,68,149,175,14,31,medium,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",14,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:113:MultiLineInfilling/HumanEval/1/L9_L10,all_official_rows_except_frozen_controller_test_groups
114,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L9_L12,L9_L12,114,HumanEval/1,708,104,113,175,24,21,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",24,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:114:MultiLineInfilling/HumanEval/1/L9_L12,all_official_rows_except_frozen_controller_test_groups
115,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L9_L13,L9_L13,115,HumanEval/1,708,159,58,175,34,11,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",34,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:115:MultiLineInfilling/HumanEval/1/L9_L13,all_official_rows_except_frozen_controller_test_groups
116,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L9_L14,L9_L14,116,HumanEval/1,708,198,19,175,40,5,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",40,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:116:MultiLineInfilling/HumanEval/1/L9_L14,all_official_rows_except_frozen_controller_test_groups
117,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L9_L16,L9_L16,117,HumanEval/1,708,217,0,175,45,0,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",45,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:117:MultiLineInfilling/HumanEval/1/L9_L16,all_official_rows_except_frozen_controller_test_groups
118,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L10_L10,L10_L10,118,HumanEval/1,739,37,149,182,7,31,short,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",7,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:118:MultiLineInfilling/HumanEval/1/L10_L10,all_official_rows_except_frozen_controller_test_groups
119,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L10_L12,L10_L12,119,HumanEval/1,739,73,113,182,17,21,long,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",17,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:119:MultiLineInfilling/HumanEval/1/L10_L12,all_official_rows_except_frozen_controller_test_groups
120,HumanEval-MultiLineInfilling,MultiLineInfilling/HumanEval/1/L10_L13,L10_L13,120,HumanEval/1,739,128,58,182,27,11,extreme,False,64,cal_lite_length_power_alpha006,"3,4,5,6,7,8,9,10,11,12,13,14,15,16,20,24",27,False,included_not_frozen_controller_test,HumanEval-MultiLineInfilling:120:MultiLineInfilling/HumanEval/1/L10_L13,all_official_rows_except_frozen_controller_test_groups
